,Fold-change,p-value,%_group,%_rest,chromosome,start,end,p-bh,p-bonferroni
EXOSC1,0.9328823,0.3837940430192188,0.3634408602150538,0.3602941176470588,chr10,97435909,97446017,0.981840717599211,2625.535048294476
ITPA,1.0352333,0.7446236805891939,0.2731182795698925,0.2426470588235294,chr20,3208868,3223870,0.981840717599211,5093.970598910676
SLC20A2,0.9287334,0.4842864972161715,0.11182795698924732,0.11323529411764706,chr8,42416475,42541926,0.981840717599211,3313.0039274558294
ZNF430,1.3823444,0.9290976134049116,0.2,0.14705882352941177,chr19,21020634,21060050,0.985419654775659,6355.956773303
ATG9A,1.0593874,0.6931841318408299,0.21505376344086022,0.19558823529411765,chr2,219219380,219229717,0.981840717599211,4742.072645923117
JADE1,1.0625877,0.8024684263759574,0.28817204301075267,0.25441176470588234,chr4,128809700,128875224,0.981840717599211,5489.686504837924
MANEA,1.2003727,0.722791206242711,0.12473118279569892,0.10441176470588236,chr6,95577485,95609470,0.981840717599211,4944.614641906386
GRAP2,1.0998448,0.7310805854048579,0.22365591397849463,0.20147058823529412,chr22,39901084,39973721,0.981840717599211,5001.322284754633
DPH7,0.947143,0.47616560035102323,0.1978494623655914,0.19852941176470587,chr9,137554444,137578925,0.981840717599211,3257.44887200135
FDX1,1.0892464,0.9302500929206081,0.4344086021505376,0.3764705882352941,chr11,110429948,110464884,0.9858575668271631,6363.84088566988
ZNF697,0.88542813,0.45187563141352016,0.12473118279569892,0.1264705882352941,chr1,119619377,119648266,0.981840717599211,3091.2811944998916
EDC4,0.9149232,0.479499963344788,0.22795698924731184,0.22205882352941175,chr16,67873052,67884499,0.981840717599211,3280.2592492416948
GTPBP10,1.117373,0.7276166678157476,0.24731182795698925,0.2323529411764706,chr7,90335223,90391453,0.981840717599211,4977.62562452753
NDRG3,1.0249374,0.5186147469014784,0.12903225806451613,0.12794117647058822,chr20,36651766,36746090,0.981840717599211,3547.8434835530134
STC2,1.0864232,0.5968900506440611,0.15268817204301074,0.1426470588235294,chr5,173314723,173328447,0.981840717599211,4083.324836456022
RSL1D1,0.9985294,0.5741268571342047,0.7333333333333333,0.7352941176470589,chr16,11833850,11851580,0.981840717599211,3927.6018296550947
CNP,0.8700476,0.2746239468378817,0.13978494623655913,0.16029411764705884,chr17,41966763,41977740,0.981840717599211,1878.7024203179487
UBE4A,0.8951963,0.3177317533600481,0.26666666666666666,0.27941176470588236,chr11,118359600,118399211,0.981840717599211,2173.602924736089
CNPY3,0.993903,0.6103552846511572,0.14838709677419354,0.13676470588235295,chr6,42929192,42939294,0.981840717599211,4175.440502298567
LCP1,0.9018933,0.14409266815958877,0.4881720430107527,0.5235294117647059,chr13,46125920,46211871,0.981840717599211,985.7379428797467
TRIM27,0.9830267,0.6347927281046173,0.4043010752688172,0.3779411764705882,chr6,28903002,28923988,0.981840717599211,4342.617052963687
DHX8,1.1735042,0.754835366624017,0.14193548387096774,0.11764705882352941,chr17,43483865,43610338,0.981840717599211,5163.8287430749
UBXN2A,0.9580664,0.5700922522026971,0.25161290322580643,0.2411764705882353,chr2,23927285,24004909,0.981840717599211,3900.001097318651
ETV1,1.0976906,0.6639542742570406,0.17849462365591398,0.16470588235294117,chr7,13891229,13991425,0.981840717599211,4542.111190192414
MXI1,0.9576944,0.42526682708081415,0.1956989247311828,0.19705882352941176,chr10,110207605,110287365,0.981840717599211,2909.2503640598497
NSMF,0.99703205,0.5210437868849979,0.17849462365591398,0.17647058823529413,chr9,137447570,137459334,0.981840717599211,3564.4605460802704
SLC25A23,1.1180947,0.8118852646392506,0.25591397849462366,0.2235294117647059,chr19,6436079,6465203,0.981840717599211,5554.107095397113
EIF3J,1.0819252,0.9323333873921136,0.7440860215053764,0.725,chr15,44537125,44563029,0.9867140915107302,6378.092703149449
PPM1F,1.1009238,0.9348088305723486,0.4989247311827957,0.45588235294117646,chr22,21919425,21952848,0.9869845200302039,6395.027209945437
EPN1,0.8701088,0.4039907780848485,0.2838709677419355,0.27794117647058825,chr19,55675226,55709858,0.981840717599211,2763.700912878449
VAMP3,0.9983409,0.5185422271716469,0.1935483870967742,0.18970588235294117,chr1,7771296,7781432,0.981840717599211,3547.3473760812362
TMED9,1.0116469,0.5115778297166074,0.8064516129032258,0.7852941176470588,chr5,177592203,177597242,0.981840717599211,3499.7039330913112
ITM2C,1.0163442,0.5051180514887056,0.18064516129032257,0.17794117647058824,chr2,230864639,230879248,0.981840717599211,3455.5125902342347
SH3BP5,1.1600412,0.8126450544387593,0.2021505376344086,0.16911764705882354,chr3,15254353,15341368,0.981840717599211,5559.304817415553
PLIN2,0.9763951,0.6388897773114116,0.2731182795698925,0.25735294117647056,chr9,19108375,19149290,0.981840717599211,4370.644966587367
SLC7A1,0.9942932,0.49629753135960103,0.26666666666666666,0.2661764705882353,chr13,29509414,29595688,0.981840717599211,3395.1714120310307
ZNF830,0.833911,0.2070718269755336,0.13763440860215054,0.1676470588235294,chr17,34961540,34963777,0.981840717599211,1416.5783683396255
PTCD3,0.9783309,0.4960434484378337,0.46021505376344085,0.4602941176470588,chr2,86106223,86142157,0.981840717599211,3393.4332307632203
WASHC1,1.0050726,0.7033335878312101,0.25161290322580643,0.22794117647058823,chr9,14475,73865,0.981840717599211,4811.505074353308
ANKLE2,1.0752771,0.7758642053736586,0.2817204301075269,0.2529411764705882,chr12,132725503,132761832,0.981840717599211,5307.687028961199
IQCB1,0.9969532,0.573520366047698,0.24731182795698925,0.23676470588235293,chr3,121769761,121835079,0.981840717599211,3923.452824132302
PSMA5,0.936684,0.23283348134043824,0.8494623655913979,0.8455882352941176,chr1,109399042,109426448,0.981840717599211,1592.813845849938
AKR1C1,1.1177336,0.8948484096498535,0.32903225806451614,0.27941176470588236,chr10,4963253,4983283,0.9822189202040028,6121.657970414648
TOR1B,0.9520831,0.6157193909811113,0.12258064516129032,0.11029411764705882,chr9,129803157,129811281,0.981840717599211,4212.136353701782
MINDY3,0.96303064,0.5672672193003095,0.21505376344086022,0.20441176470588235,chr10,15778170,15860507,0.981840717599211,3880.6750472334174
ATL3,0.89278036,0.3146884755367617,0.21505376344086022,0.23088235294117648,chr11,63624087,63671921,0.981840717599211,2152.783861146987
C12orf73,0.9969571,0.7878729504581301,0.3419354838709677,0.3014705882352941,chr12,103940763,103965708,0.981840717599211,5389.838854084068
MRPL35,1.074809,0.816826111704887,0.5032258064516129,0.4852941176470588,chr2,86199355,86213790,0.981840717599211,5587.907430173132
SREBF2,1.0116063,0.7252850260404343,0.33978494623655914,0.31176470588235294,chr22,41833079,41907307,0.981840717599211,4961.674863142611
FANCB,0.82924193,0.33134590352118864,0.14838709677419354,0.1588235294117647,chrX,14835961,14873069,0.981840717599211,2266.7373259884516
SIL1,1.0386356,0.5733062687783899,0.24516129032258063,0.2411764705882353,chr5,138946724,139293557,0.981840717599211,3921.988184712965
RDH11,1.0534556,0.711465005931514,0.4021505376344086,0.37058823529411766,chr14,67676800,67695793,0.981840717599211,4867.132105577487
MCM7,0.98775727,0.31802378232522177,0.8408602150537634,0.8176470588235294,chr7,100092728,100101940,0.981840717599211,2175.600694886842
TSSC4,0.8336274,0.4237339967178991,0.14838709677419354,0.15,chr11,2400488,2403878,0.981840717599211,2898.7642715471475
PCYT2,1.0165474,0.5294843838236123,0.24731182795698925,0.24411764705882352,chr17,81900958,81911432,0.981840717599211,3622.2026697373317
ANTXR2,1.0463868,0.6679937331733106,0.4258064516129032,0.4102941176470588,chr4,79901146,80125454,0.981840717599211,4569.745128638618
CCP110,0.8743212,0.2724739910148588,0.13333333333333333,0.15441176470588236,chr16,19523811,19553408,0.981840717599211,1863.994572532649
PSMG1,0.965108,0.34284252669631166,0.6924731182795699,0.6867647058823529,chr21,39174769,39183488,0.981840717599211,2345.385725129468
SNHG32,0.979295,0.5061343286704275,0.8580645161290322,0.8455882352941176,chr6,31834608,31839766,0.981840717599211,3462.4649424343947
CTH,1.1021311,0.8655312128712502,0.45376344086021503,0.42205882352941176,chr1,70411218,70439851,0.981840717599211,5921.099027252223
KLHDC10,1.1296781,0.8842317408134026,0.43010752688172044,0.38823529411764707,chr7,130070534,130135705,0.981840717599211,6049.029338904487
ACSL1,0.9331731,0.56844772313947,0.17419354838709677,0.1661764705882353,chr4,184755595,184826818,0.981840717599211,3888.7508739971145
HECTD1,0.9129682,0.3996618792000325,0.3849462365591398,0.38088235294117645,chr14,31100112,31207804,0.981840717599211,2734.0869156074223
FAM76B,0.86046785,0.2263201287952682,0.21505376344086022,0.23529411764705882,chr11,95768953,95790409,0.981840717599211,1548.2560010884297
OGFOD3,1.2139356,0.9030046059806781,0.25161290322580643,0.20294117647058824,chr17,82389210,82418637,0.9831462862204687,6177.454509513819
SH3GL1,1.037291,0.6935994259879525,0.27956989247311825,0.25882352941176473,chr19,4360370,4400547,0.981840717599211,4744.913673183583
SLC25A40,1.138829,0.7672777751865234,0.22365591397849463,0.19558823529411765,chr7,87833568,87876360,0.981840717599211,5248.947260051006
GTF3C4,0.9893686,0.5979463961394595,0.13978494623655913,0.12941176470588237,chr9,132670035,132694953,0.981840717599211,4090.551295990043
TMEM256,1.0985712,0.8753971273080368,0.3763440860215054,0.32794117647058824,chr17,7402975,7404097,0.981840717599211,5988.591747914279
XPA,1.0496576,0.6930562990935849,0.24516129032258063,0.22205882352941175,chr9,97674909,97697340,0.981840717599211,4741.198142099214
LCMT1,0.68736655,0.052737546006527726,0.17419354838709677,0.22647058823529412,chr16,25111731,25178231,0.981840717599211,360.77755223065617
TUBGCP2,1.1514137,0.8574710350391022,0.2537634408602151,0.21911764705882353,chr10,133278635,133318823,0.981840717599211,5865.959350702497
SURF1,0.94739616,0.27998922642292284,0.20430107526881722,0.22794117647058823,chr9,133351758,133356676,0.981840717599211,1915.4062979592152
CNKSR3,0.9648354,0.5296653810320302,0.16129032258064516,0.15735294117647058,chr6,154387515,154510685,0.981840717599211,3623.4408716401185
DAZAP2,0.9737142,0.4496422471219648,0.4645161290322581,0.4588235294117647,chr12,51238724,51271362,0.981840717599211,3076.0026125613613
TYK2,0.8799824,0.3435116701147314,0.14408602150537633,0.15588235294117647,chr19,10350529,10380572,0.981840717599211,2349.963335254877
STK11,0.9160556,0.3415057196261909,0.2752688172043011,0.28088235294117647,chr19,1177558,1228431,0.981840717599211,2336.240627962772
OIP5-AS1,1.0182456,0.6737540116475056,0.7763440860215054,0.7455882352941177,chr15,41283990,41309737,0.981840717599211,4609.1511936805855
RBM18,0.9863043,0.6735243829348911,0.3204301075268817,0.29411764705882354,chr9,122237622,122264840,0.981840717599211,4607.58030365759
INTS3,0.81140924,0.3371748839025106,0.10752688172043011,0.12058823529411765,chr1,153728050,153774808,0.981840717599211,2306.6133807770752
MRPL57,0.893277,0.08904930604488248,0.4344086021505376,0.4764705882352941,chr13,21176658,21179084,0.981840717599211,609.186302653041
WDR48,1.0391575,0.7502631298637377,0.17634408602150536,0.15,chr3,39052013,39096671,0.981840717599211,5132.550071397829
RIPOR1,0.97401154,0.5607460500509047,0.10967741935483871,0.10294117647058823,chr16,67518418,67546788,0.981840717599211,3836.063728398239
MRPL51,0.98469913,0.4085081598507627,0.7483870967741936,0.7441176470588236,chr12,6491886,6493841,0.981840717599211,2794.6043215390678
ARHGAP1,1.0578871,0.5402237536994493,0.12473118279569892,0.12352941176470589,chr11,46677080,46700619,0.981840717599211,3695.670699057933
GINM1,1.1803868,0.8037301468961868,0.2064516129032258,0.17794117647058824,chr6,149566294,149591748,0.981840717599211,5498.317934916814
CDC26,1.035723,0.7704361370650352,0.36129032258064514,0.3235294117647059,chr9,113255835,113275572,0.981840717599211,5270.553613661906
SUV39H1,1.0399097,0.5896885173528511,0.11612903225806452,0.10882352941176471,chrX,48695554,48709016,0.981840717599211,4034.0591472108545
UBE3A,1.1056746,0.9770192006866666,0.5591397849462365,0.48823529411764705,chr15,25333728,25439051,0.9941033435143779,6683.788351897486
KAT7,0.8384419,0.2513579337377747,0.11827956989247312,0.1426470588235294,chr17,49788648,49835026,0.981840717599211,1719.5396247001167
MLLT1,0.97976685,0.5358153959861778,0.17204301075268819,0.1661764705882353,chr19,6210381,6279975,0.981840717599211,3665.5131239414422
BPNT1,1.1101788,0.7712081853072112,0.17849462365591398,0.15,chr1,220057482,220090462,0.981840717599211,5275.835195686632
NBAS,1.0130025,0.7646554490098494,0.4150537634408602,0.38382352941176473,chr2,15166914,15561334,0.981840717599211,5231.00792667638
CIAO1,1.0624834,0.8063887859893193,0.4,0.3720588235294118,chr2,96266159,96274173,0.981840717599211,5516.505684952933
PBX2,1.0298318,0.7324599332452357,0.23225806451612904,0.20294117647058824,chr6,32184733,32190202,0.981840717599211,5010.7584033306575
ATP5F1B,0.9862273,0.41495215952672726,0.989247311827957,0.986764705882353,chr12,56638175,56645984,0.981840717599211,2838.6877233223413
ST8SIA1,1.0088297,0.537188988224015,0.15483870967741936,0.15294117647058825,chr12,22063773,22437041,0.981840717599211,3674.909868440486
MRPL20,1.0990945,0.9382621569208323,0.6924731182795699,0.65,chr1,1401909,1407293,0.9872768264285571,6418.651415495414
POC5,1.0084186,0.5887684433869891,0.13548387096774195,0.1264705882352941,chr5,75674124,75717448,0.981840717599211,4027.7649212103925
TFB1M,1.0129036,0.6312637614831382,0.16774193548387098,0.15441176470588236,chr6,155256134,155314493,0.981840717599211,4318.475392306149
TMED7,1.1538024,0.8722107089696036,0.4150537634408602,0.38235294117647056,chr5,115613210,115632992,0.981840717599211,5966.793460061059
NUTF2,1.0550287,0.774391095636972,0.37849462365591396,0.34852941176470587,chr16,67846923,67872567,0.981840717599211,5297.609485252525
SEC23B,1.158196,0.8465844435488412,0.23870967741935484,0.20147058823529412,chr20,18507520,18561415,0.981840717599211,5791.4841783176225
UBALD2,1.025919,0.4978220568233828,0.4989247311827957,0.49411764705882355,chr17,76265348,76271298,0.981840717599211,3405.600690728762
LSM5,1.0493329,0.9541040574280995,0.8924731182795699,0.8897058823529411,chr7,32485338,32495283,0.989408843697604,6527.025856865628
LRIG2,0.8080222,0.16317436450690787,0.17204301075268819,0.20441176470588235,chr1,113073198,113132260,0.981840717599211,1116.2758275917568
MEF2C,0.9771109,0.49281314058801917,0.35053763440860214,0.34705882352941175,chr5,88717117,88904257,0.981840717599211,3371.334694762639
LRRC58,0.9564772,0.5396458783054878,0.23225806451612904,0.22647058823529412,chr3,120324509,120349354,0.981840717599211,3691.7174534878422
SAT1,0.95713925,0.49448269243458287,0.621505376344086,0.6088235294117647,chrX,23783173,23786210,0.981840717599211,3382.756098944981
ATP11B,0.9146057,0.23902611713118904,0.32688172043010755,0.34558823529411764,chr3,182793503,182921629,0.981840717599211,1635.1776672944643
PTOV1,1.03133,0.7303895750266759,0.35268817204301073,0.3205882352941177,chr19,49850735,49860744,0.981840717599211,4996.59508275749
CUL1,0.95741045,0.2833373291422121,0.3956989247311828,0.40294117647058825,chr7,148697914,148801110,0.981840717599211,1938.310668661873
SSBP4,1.0429791,0.6153369611167855,0.4129032258064516,0.40441176470588236,chr19,18418864,18434562,0.981840717599211,4209.52015099993
GBA2,1.1207885,0.6197800156250404,0.11612903225806452,0.10588235294117647,chr9,35736866,35749228,0.981840717599211,4239.915086890901
SMIM30,1.0237333,0.6305772293328146,0.7526881720430108,0.7470588235294118,chr7,113116718,113118560,0.981840717599211,4313.778825865785
NFE4,1.0806946,0.8849046527491504,0.6064516129032258,0.5764705882352941,chr7,102973522,102988856,0.981840717599211,6053.632729456938
ERICH1,0.73689663,0.21384569438207596,0.12043010752688173,0.14558823529411766,chr8,614746,738106,0.981840717599211,1462.9183952677815
SCOC,0.8798169,0.19261368862468808,0.3935483870967742,0.4117647058823529,chr4,140257286,140385728,0.981840717599211,1317.6702438814912
TMEM219,0.9197514,0.34120521111424185,0.41935483870967744,0.4102941176470588,chr16,29940885,29973050,0.981840717599211,2334.1848492325284
RPL34,0.97274756,0.11187637529412597,1.0,1.0,chr4,108620569,108630412,0.981840717599211,765.3462833871158
PAFAH1B3,0.98620766,0.5349114829936735,0.44946236559139785,0.4294117647058823,chr19,42297033,42303546,0.981840717599211,3659.3294551597205
MPRIP,0.9396115,0.5119406643343949,0.16344086021505377,0.1588235294117647,chr17,17042457,17217679,0.981840717599211,3502.1860847115954
ITGB3BP,0.9711588,0.4311589108523816,0.567741935483871,0.5676470588235294,chr1,63440770,63593721,0.981840717599211,2949.5581091411427
PTAR1,1.0217451,0.5494934022838279,0.3053763440860215,0.2985294117647059,chr9,69709522,69760011,0.981840717599211,3759.084365023667
TRIT1,0.99539614,0.4148457489647568,0.23870967741935484,0.2426470588235294,chr1,39838110,39883511,0.981840717599211,2837.9597686679012
INO80,1.165229,0.7570902554451056,0.13118279569892474,0.10588235294117647,chr15,40978880,41116280,0.981840717599211,5179.254437499967
PITPNA,1.2087556,0.7570902554451056,0.18064516129032257,0.1588235294117647,chr17,1517718,1562792,0.981840717599211,5179.254437499967
OXR1,1.2591188,0.9028327221856669,0.23655913978494625,0.19117647058823528,chr8,106270144,106752694,0.9831462862204687,6176.278652472147
RNF214,0.8139304,0.32568859291897817,0.12258064516129032,0.13529411764705881,chr11,117232625,117286454,0.981840717599211,2228.0356641587296
